Network Name,IP Address,u_marsha,u_lsp,LSP,Contact
HYDSI,14.143.14.132,HYDSI,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
SHASY,101.231.152.232,SHASY,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
BJSRZ,60.247.97.39,BJSRZ,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
MCTMJ,85.154.29.28,MCTMJ,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
SELMO,210.92.147.132,SELMO,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
JEDMK,82.197.60.142,JEDMK,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
MCTWH,134.0.206.35,MCTWH,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
DELGU,103.234.156.146,DELGU,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
SHARN,222.71.155.82,SHARN,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
SYXWS,113.59.70.22,SYXWS,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
CSXYF,218.76.54.58,CSXYF,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
SELCS,115.89.79.131,SELCS,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
BKKAP,202.133.182.53,BKKAP,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
NOUMD,61.5.211.34,NOUMD,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
INCSI,61.133.203.59,INCSI,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
BLROX,14.194.222.139,BLROX,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
DEDJW,103.93.115.42,DEDJW,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
FUOCY,27.45.147.195,FUOCY,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
HKGOP,42.200.6.30,HKGOP,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
RMQFI,61.218.135.2,RMQFI,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
SHASF,116.236.91.227,SHASF,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
HAKRZ,210.13.236.34,HAKRZ,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
SHLCY,103.74.169.175,SHLCY,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
HUZLM,119.146.93.154,HUZLM,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
BJSCP,123.124.235.41,BJSCP,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
TPECY,61.222.133.33,TPECY,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
HYDWH,122.184.79.131,HYDWH,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
BLRWF,103.240.101.215,BLRWF,interTouch,interTouch,Angelo Roque <angelo.roque@intertouch.com>;
